,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Date
557,Cacu,-18.5567,-51.1308,74.84,89,100,4.21,overcast clouds,2021-11-30 21:49:00
558,Atasu,48.6814,71.6433,10.27,89,8,4.07,clear sky,2021-11-30 21:49:01
559,Caldwell,43.6629,-116.6874,54.32,71,20,0.0,few clouds,2021-11-30 21:49:01
560,Esmeraldas,-19.7625,-44.3139,77.11,87,100,3.85,overcast clouds,2021-11-30 21:49:01
561,Port Said,31.2565,32.2841,67.98,77,40,9.22,scattered clouds,2021-11-30 21:49:02
562,Abalak,58.1286,68.5944,27.57,83,100,13.27,overcast clouds,2021-11-30 21:49:02
563,Port Hardy,50.6996,-127.4199,51.76,100,90,8.05,moderate rain,2021-11-30 21:45:25
564,Drumnadrochit,57.3344,-4.4799,46.78,94,100,4.18,overcast clouds,2021-11-30 21:49:02
565,Tarko-Sale,64.9225,77.785,-25.31,100,19,1.19,few clouds,2021-11-30 21:49:03
566,Grand Haven,43.0631,-86.2284,43.11,71,90,3.0,overcast clouds,2021-11-30 21:49:03
567,Bardiyah,31.7561,25.0865,62.67,65,100,20.22,overcast clouds,2021-11-30 21:49:03
568,Iracoubo,5.4802,-53.2011,79.48,84,100,8.97,overcast clouds,2021-11-30 21:49:04
569,Santa Maria,-29.6842,-53.8069,79.9,39,20,5.75,few clouds,2021-11-30 21:49:04
570,Araouane,18.9048,-3.5265,74.71,17,100,11.39,overcast clouds,2021-11-30 21:49:04
571,Thinadhoo,0.5333,72.9333,81.63,77,7,9.44,clear sky,2021-11-30 21:49:04
572,Yaan,7.3833,8.5667,81.01,19,10,2.17,clear sky,2021-11-30 21:49:05
573,Zyryanka,65.75,150.85,-14.31,99,100,4.03,overcast clouds,2021-11-30 21:49:05
574,Pervomayskoye,43.919,46.7102,51.89,78,0,13.87,clear sky,2021-11-30 21:49:05
575,Inirida,3.8653,-67.9239,77.67,92,100,3.51,overcast clouds,2021-11-30 21:49:06
576,Excelsior Springs,39.3392,-94.2261,55.49,50,1,0.0,clear sky,2021-11-30 21:49:06
577,Manaia,-39.55,174.1333,65.8,82,94,10.76,overcast clouds,2021-11-30 21:49:06
578,Oxford,51.7522,-1.256,52.29,88,90,4.0,overcast clouds,2021-11-30 21:45:51
579,Oneonta,42.4529,-75.0638,35.38,88,100,5.68,light snow,2021-11-30 21:49:07
580,Chitungwiza,-18.0127,31.0756,69.46,35,1,9.6,clear sky,2021-11-30 21:49:07
581,Awbari,26.5921,12.7805,55.63,13,11,7.0,few clouds,2021-11-30 21:49:07
582,Bodmin,50.4715,-4.7243,51.85,100,75,27.63,drizzle,2021-11-30 21:49:08
583,Kalengwa,-13.4659,25.0027,69.28,35,23,5.48,few clouds,2021-11-30 21:49:08
584,Kehra,59.3361,25.3211,20.98,81,100,13.35,overcast clouds,2021-11-30 21:49:08
585,Kiama,-34.6833,150.8667,69.28,95,99,1.99,light rain,2021-11-30 21:49:09
586,Broome,42.2506,-75.833,34.86,77,90,3.0,overcast clouds,2021-11-30 21:49:09
587,Qom,34.6401,50.8764,55.04,52,90,2.06,overcast clouds,2021-11-30 21:49:09
588,Kahului,20.8947,-156.47,83.46,79,40,16.11,light rain,2021-11-30 21:49:09
589,Conselheiro Lafaiete,-20.6603,-43.7861,69.37,91,100,1.92,overcast clouds,2021-11-30 21:49:10
590,Lata,40.1629,-8.3327,45.05,79,3,1.77,clear sky,2021-11-30 21:49:10
591,Bahia De Caraquez,-0.6,-80.4167,77.18,74,90,12.5,overcast clouds,2021-11-30 21:49:10
592,Dudinka,69.4058,86.1778,-21.39,99,26,7.31,scattered clouds,2021-11-30 21:49:11
593,Chimoio,-19.1164,33.4833,69.66,100,0,2.62,clear sky,2021-11-30 21:49:11
594,Bereznik,62.8551,42.7072,24.26,95,100,8.59,light snow,2021-11-30 21:49:11
595,Arkhangelskoye,55.8549,35.3287,24.69,93,100,17.13,light snow,2021-11-30 21:49:12
596,Biak,-0.9131,122.8766,77.22,74,99,2.68,overcast clouds,2021-11-30 21:49:12
597,Nalut,30.3333,10.85,51.96,51,65,8.84,broken clouds,2021-11-30 21:49:12
598,Porosozero,62.7191,32.727,17.67,93,100,7.38,light snow,2021-11-30 21:49:13
599,Timra,62.487,17.3257,14.68,71,0,10.36,clear sky,2021-11-30 21:49:13
600,Tazovskiy,67.4667,78.7,-25.26,100,10,5.19,clear sky,2021-11-30 21:49:13
601,Verkhnevilyuysk,63.4453,120.3167,-32.35,100,75,3.6,broken clouds,2021-11-30 21:49:14
602,Sao Desiderio,-12.3633,-44.9733,78.87,69,99,3.74,overcast clouds,2021-11-30 21:49:14
603,At-Bashi,41.1702,75.8106,12.04,64,20,2.86,few clouds,2021-11-30 21:50:14
604,Ulaanbaatar,47.9077,106.8832,-11.07,70,0,4.47,clear sky,2021-11-30 21:47:31
605,Ajuchitlan,20.7167,-100.0167,72.28,29,7,8.59,clear sky,2021-11-30 21:50:15
606,Tamandare,-8.7597,-35.1047,79.38,81,45,11.32,scattered clouds,2021-11-30 21:50:15
607,Paris,48.8534,2.3488,48.97,90,90,5.99,overcast clouds,2021-11-30 21:48:35
608,Durango,24.8333,-104.8333,70.88,28,100,7.14,overcast clouds,2021-11-30 21:45:56
609,Sai Buri,6.7013,101.6168,76.8,88,99,8.5,heavy intensity rain,2021-11-30 21:50:15
610,Boyolangu,-8.1181,111.8935,74.93,90,100,1.77,overcast clouds,2021-11-30 21:50:16
611,Tessalit,20.1986,1.0114,75.72,19,100,9.15,overcast clouds,2021-11-30 21:50:16
612,Miri,4.4148,114.0089,77.14,94,20,2.3,few clouds,2021-11-30 21:50:16
613,Coos Bay,43.3665,-124.2179,62.31,93,1,6.91,clear sky,2021-11-30 21:50:16
614,Semnan,35.5729,53.3971,49.06,53,53,0.78,broken clouds,2021-11-30 21:50:17
615,Kutum,14.2,24.6667,69.62,24,1,10.04,clear sky,2021-11-30 21:50:17
616,Pimenteiras,-6.2453,-41.4192,86.43,45,94,4.14,overcast clouds,2021-11-30 21:50:17
617,Bilibino,68.0546,166.4372,1.0,98,100,3.0,light snow,2021-11-30 21:50:18
618,Jablah,35.3614,35.9256,68.29,68,40,9.22,scattered clouds,2021-11-30 21:50:18
619,Solhan,38.9634,41.0293,43.43,84,1,4.83,clear sky,2021-11-30 21:50:18
620,Dolinsk,47.35,142.8,42.66,99,100,5.64,moderate rain,2021-11-30 21:50:19
621,Ca Mau,9.1769,105.15,75.2,93,100,9.22,overcast clouds,2021-11-30 21:50:19
622,Mount Gambier,-37.8333,140.7667,64.31,77,40,13.8,scattered clouds,2021-11-30 21:50:19
623,Baherden,38.4362,57.4316,60.22,35,21,7.63,few clouds,2021-11-30 21:50:20
624,Ippy,6.2679,21.2247,72.23,79,89,3.69,overcast clouds,2021-11-30 21:50:20
625,Bayburt,40.2589,40.2278,44.47,74,4,17.0,clear sky,2021-11-30 21:50:20
626,Bereda,43.2686,-7.5406,53.01,100,100,3.67,overcast clouds,2021-11-30 21:50:21
627,Morondava,-20.2833,44.2833,75.09,86,9,5.39,clear sky,2021-11-30 21:50:21
628,Svetlyy,54.675,20.1347,30.25,77,70,7.18,broken clouds,2021-11-30 21:50:21
629,Lunenburg,44.3835,-64.3155,33.85,76,18,18.41,few clouds,2021-11-30 21:50:22
630,Komsomolskiy,40.4272,71.7189,36.82,46,1,1.79,clear sky,2021-11-30 21:50:22
631,Kokopo,-4.352,152.2633,82.74,71,73,3.47,broken clouds,2021-11-30 21:50:22
632,Outlook,51.5001,-107.0513,44.29,93,37,2.95,scattered clouds,2021-11-30 21:50:23
633,Morges,46.5113,6.4985,41.34,91,97,9.82,overcast clouds,2021-11-30 21:50:23
634,Pisco,-13.7,-76.2167,69.85,68,0,21.85,clear sky,2021-11-30 21:50:23
635,Maoming,21.65,110.9,53.67,44,40,5.41,scattered clouds,2021-11-30 21:50:24
636,Qesarya,32.5189,34.9046,70.23,66,98,14.67,overcast clouds,2021-11-30 21:50:26
637,Havoysund,70.9963,24.6622,16.68,81,58,12.95,broken clouds,2021-11-30 21:50:26
638,Port Augusta,-32.5,137.7667,81.72,22,22,4.29,few clouds,2021-11-30 21:50:26
639,Acajutla,13.5928,-89.8275,84.65,55,0,6.26,clear sky,2021-11-30 21:50:26
640,Ust-Maya,60.4167,134.5333,-19.08,100,96,2.1,overcast clouds,2021-11-30 21:50:27
641,Butterworth,5.3991,100.3638,79.0,89,20,1.99,few clouds,2021-11-30 21:50:27
642,Lakki Marwat,32.6079,70.9114,60.51,27,0,1.52,clear sky,2021-11-30 21:50:27
643,Cherskiy,68.75,161.3,-15.74,98,100,5.46,light snow,2021-11-30 21:50:28
644,San Juan,-31.5375,-68.5364,89.53,16,66,12.91,broken clouds,2021-11-30 21:50:28
645,Tiruvallur,13.15,79.9167,80.62,90,65,4.54,broken clouds,2021-11-30 21:50:28
646,Rabat,33.9911,-6.8401,56.16,89,75,4.61,broken clouds,2021-11-30 21:50:29
647,Taquara,-29.6506,-50.7806,80.31,61,37,5.1,scattered clouds,2021-11-30 21:50:29
648,Dickinson,29.4608,-95.0513,76.15,66,40,1.01,scattered clouds,2021-11-30 21:48:36
649,Henties Bay,-22.116,14.2845,59.86,91,0,9.01,clear sky,2021-11-30 21:51:29
650,Tual,-5.6667,132.75,84.25,71,100,6.96,light rain,2021-11-30 21:51:30
651,Bandundu,-3.3167,17.3667,72.68,95,100,3.09,moderate rain,2021-11-30 21:51:30
652,Kalmunai,7.4167,81.8167,77.05,87,17,5.39,few clouds,2021-11-30 21:51:30
653,Lodja,-3.4833,23.4333,68.88,99,100,1.12,light rain,2021-11-30 21:51:31
654,Santa Marinella,42.0345,11.8536,46.71,64,52,6.42,broken clouds,2021-11-30 21:51:31
655,Port Hawkesbury,45.6169,-61.3485,33.69,92,90,8.01,overcast clouds,2021-11-30 21:51:31
656,Cam Ranh,11.9214,109.1591,78.76,69,75,23.02,light rain,2021-11-30 21:51:31
657,Monrovia,6.3005,-10.7969,76.77,80,51,7.81,broken clouds,2021-11-30 21:51:32
658,Yarmouth,41.7057,-70.2286,39.96,68,90,6.91,overcast clouds,2021-11-30 21:51:32
659,Midland,31.9974,-102.0779,78.48,21,1,10.36,clear sky,2021-11-30 21:51:32
660,Porto Santo,33.072,-16.3415,63.3,72,20,2.3,few clouds,2021-11-30 21:51:34
661,Ipixuna,-1.7625,-48.8043,85.95,84,99,4.36,overcast clouds,2021-11-30 21:51:35
662,Bure,10.7,37.0667,56.86,49,3,5.28,clear sky,2021-11-30 21:51:36
663,Romitan,39.9343,64.3814,42.75,61,0,4.61,clear sky,2021-11-30 21:51:36
664,Aligudarz,33.4006,49.6949,46.83,37,44,4.09,scattered clouds,2021-11-30 21:51:36
665,Mount Hagen,-5.8581,144.2274,59.76,100,90,0.0,fog,2021-11-30 21:51:37
666,Atbasar,51.8,68.3333,6.3,91,10,6.06,clear sky,2021-11-30 21:51:37
667,Funadhoo,6.15,73.2667,81.39,78,96,10.96,overcast clouds,2021-11-30 21:51:37
668,Notre-Dame-Du-Lac,47.6136,-68.7964,23.34,93,25,2.71,scattered clouds,2021-11-30 21:51:38
669,Muravlenko,63.7898,74.523,-6.83,98,100,8.95,overcast clouds,2021-11-30 21:51:38
670,Suphan Buri,14.4742,100.1222,75.97,49,100,16.33,overcast clouds,2021-11-30 21:51:38
671,Rochegda,62.8,43.25,24.24,94,100,9.66,light snow,2021-11-30 21:51:39
672,Novokuznetsk,53.7557,87.1099,8.51,93,22,5.01,few clouds,2021-11-30 21:51:39
673,Ayr,55.4627,-4.6339,48.18,93,40,21.85,moderate rain,2021-11-30 21:51:39
674,Sangar,63.9242,127.4739,-15.52,92,100,7.87,overcast clouds,2021-11-30 21:51:40
675,Brigantine,39.4101,-74.3646,45.01,60,90,5.75,overcast clouds,2021-11-30 21:50:43
676,Bobo Dioulasso,11.1771,-4.2979,73.85,68,0,2.3,clear sky,2021-11-30 21:51:40
677,Portoferraio,42.8115,10.3146,44.1,63,53,14.99,broken clouds,2021-11-30 21:51:40
678,Ngunguru,-35.6167,174.5,74.16,66,100,3.18,heavy intensity rain,2021-11-30 21:51:40
679,Prince Rupert,54.3161,-130.3201,51.49,78,75,20.71,light rain,2021-11-30 21:51:41
680,Rio Grande,-32.035,-52.0986,75.31,81,11,18.1,few clouds,2021-11-30 21:51:41
681,Zhigalovo,54.8097,105.1578,21.6,80,98,7.85,overcast clouds,2021-11-30 21:51:41
682,Kaeo,-35.1,173.7833,74.32,67,100,2.15,overcast clouds,2021-11-30 21:51:42
683,Vostok,46.4856,135.8833,8.19,97,100,4.76,snow,2021-11-30 21:51:42
684,Winslow,35.0242,-110.6974,59.97,28,1,1.99,clear sky,2021-11-30 21:51:42
685,Ternate,0.8,127.4,79.92,81,100,2.37,overcast clouds,2021-11-30 21:51:43
686,Finote Selam,10.7,37.2667,57.63,53,2,4.27,clear sky,2021-11-30 21:51:43
